book_id,goodreads_book_id,authors,original_publication_year,title
5012,6496815,"Po Bronson, Ashley Merryman",2008.0,NurtureShock: New Thinking About Children
5013,1849,Nelson DeMille,2006.0,"Wild Fire (John Corey, #4)"
5014,154423,Mary Higgins Clark,2006.0,Two Little Girls in Blue
5015,589979,"Raymond E. Feist, Janny Wurts",1987.0,"Daughter of the Empire (The Empire Trilogy, #1)"
5016,688191,Neal Shusterman,2006.0,"Everlost (Skinjacker, #1)"
5017,8534799,Kresley Cole,2011.0,Dreams of a Dark Warrior (Immortals After Dark #11)
5018,7824997,"John Grisham, Richard Thomas",2010.0,"Theodore Boone: Kid Lawyer (Theodore Boone, #1)"
5019,34072,Chris Ware,2000.0,"Jimmy Corrigan, the Smartest Kid on Earth"
5020,39980,Richard Peck,2000.0,"A Year Down Yonder (A Long Way from Chicago, #2)"
5021,16163690,Kristen Ashley,2013.0,"Own the Wind (Chaos, #1)"
5022,4516,Carlos Ruiz Zafón,1999.0,Marina
5023,7135858,Ann Brashares,2010.0,My Name Is Memory
5024,15054,Jeanette Winterson,1992.0,Written on the Body
5025,7849341,Colleen Houck,2011.0,"Tiger's Voyage (The Tiger Saga, #3)"
5026,605015,Dean Koontz,2009.0,"Dead and Alive (Dean Koontz's Frankenstein, #3)"
5027,4591,Matt Ridley,1999.0,Genome: the Autobiography of a Species in 23 Chapters
5028,53580,Sandra Boynton,1982.0,The Going-To-Bed Book
5029,112675,Louise Rennison,2001.0,"Knocked Out by My Nunga-Nungas (Confessions of Georgia Nicolson, #3)"
5030,27526,"Tim LaHaye, Jerry B. Jenkins",2001.0,"Desecration (Left Behind, #9)"
5031,18114068,Phil Klay,2014.0,Redeployment
5032,6512140,Libba Bray,2009.0,Going Bovine
5033,25807,James M. Cain,1934.0,The Postman Always Rings Twice
5034,6555517,Carrie Ryan,2010.0,"The Dead-Tossed Waves (The Forest of Hands and Teeth, #2)"
5035,9530,Robert Kurson,2004.0,Shadow Divers
5036,8293938,Clare Vanderpool,2010.0,Moon Over Manifest
5037,77103,Amitav Ghosh,2000.0,The Glass Palace
5038,10710392,"Jessica Anthony, Rodrigo Corral",2012.0,Chopsticks
5039,21853628,Lisa Scottoline,2015.0,Every Fifteen Minutes
5040,16279856,James Dashner,2013.0,"The Eye of Minds (The Mortality Doctrine, #1)"
5041,140278,Agatha Christie,1957.0,"4:50 from Paddington (Miss Marple, #8)"
5042,74036,J.D. Robb,1997.0,"Ceremony in Death (In Death, #5)"
5043,18373214,"Jo Nesbø, Don Bartlett",1998.0,"Cockroaches (Harry Hole, #2)"
5044,140078,Charlaine Harris,2006.0,"Grave Surprise (Harper Connelly, #2)"
5045,3304,"Isabel Allende, Margaret Sayers Peden",2002.0,"City of the Beasts (Eagle and Jaguar, #1)"
5046,2364284,"Naguib Mahfouz, نجيب محفوظ",1959.0,أولاد حارتنا
5047,68497,China Miéville,2002.0,"The Scar (Bas-Lag, #2)"
5048,23225,Meg Cabot,2003.0,"Haunted (The Mediator, #5)"
5049,28553,Anne McCaffrey,1979.0,"Dragondrums (Harper Hall, #3)"
5050,9545064,Rachel Simon,2011.0,The Story of Beautiful Girl
5051,18646,Dava Sobel,1999.0,"Galileo's Daughter: A Historical Memoir of Science, Faith and Love"
5052,42692,Leon Uris,1961.0,Mila 18
5053,11391817,Allen Say,2011.0,Drawing from Memory
5054,1330324,Amitav Ghosh,2008.0,"Sea of Poppies (Ibis Trilogy, #1)"
5055,99245,"Isaac Asimov, Robert Silverberg",1970.0,Nightfall
5056,18005,"Melinda Long, David Shannon",2003.0,How I Became a Pirate
5057,99208,Edward Abbey,1975.0,"The Monkey Wrench Gang (Monkey Wrench Gang, #1)"
5058,6323821,John Irving,2009.0,Last Night in Twisted River
5059,10115852,Rob Bell,2011.0,"Love Wins: A Book About Heaven, Hell, and the Fate of Every Person Who Ever Lived"
5060,9376345,Rachel Caine,2011.0,"Bite Club (The Morganville Vampires, #10)"
5061,78970,Jeffrey Archer,1985.0,A Matter of Honor
5062,469901,Linda Howard,2000.0,Mr. Perfect
5063,16093188,M. Leighton,2013.0,"Up to Me (The Bad Boys, #2)"
5064,16124019,Mira Lyn Kelly,2012.0,"Waking Up Married (Waking Up, #1)"
5065,1225261,Linwood Barclay,2007.0,No Time for Goodbye (No Time For Goodbye #1)
5066,207802,Katherine Hannigan,2004.0,"Ida B. . . and Her Plans to Maximize Fun, Avoid Disaster, and (Possibly) Save the World"
5067,4703450,Robin Hobb,2009.0,"The Dragon Keeper (Rain Wild Chronicles, #1)"
5068,210404,Aldo Leopold,1949.0,A Sand County Almanac and Sketches Here and There
5069,895886,"Eric Knight, Marguerite Kirmse",1940.0,Lassie Come-Home
5070,178788,"T. Colin Campbell, Thomas M. Campbell II",2001.0,"The China Study: The Most Comprehensive Study of Nutrition Ever Conducted And the Startling Implications for Diet, Weight Loss, And Long-term Health"
5071,1013383,"Julia Donaldson, Axel Scheffler",1999.0,The Gruffalo
5072,359,Douglas Adams,2002.0,"The Salmon of Doubt (Dirk Gently, #3)"
5073,250024,Arthur C. Clarke,1956.0,The City and the Stars
5074,18667307,"Sui Ishida, 石田 スイ",2012.0,"Tokyo Ghoul, tome 1 (Tokyo Ghoul, #1)"
5075,352262,Cressida Cowell,2003.0,"How to Train Your Dragon (How to Train Your Dragon, #1)"
5076,6753,David Foster Wallace,1999.0,Brief Interviews with Hideous Men
5077,170619,Mary Higgins Clark,1992.0,All Around the Town
5078,4758093,Lauren Conrad,2009.0,"L.A. Candy (L.A. Candy, #1)"
5079,6618272,Kiera Cass,2009.0,The Siren
5080,43993,Greg Iles,1999.0,The Quiet Game
5081,22680,Joseph J. Ellis,1996.0,American Sphinx: The Character of Thomas Jefferson
5082,11777020,"Jo Nesbø, Don Bartlett",2008.0,Headhunters
5083,93793,Daniel Silva,2006.0,"The Messenger (Gabriel Allon, #6)"
5084,243598,Paul Bowles,1949.0,The Sheltering Sky
5085,22910900,Patrick Ness,2015.0,The Rest of Us Just Live Here
5086,1933181,Alison Weir,2008.0,The Lady Elizabeth
5087,16131193,Lily Koppel,2013.0,The Astronaut Wives Club
5088,184419,"G.K. Chesterton, Jonathan Lethem",1908.0,The Man Who Was Thursday: A Nightmare
5089,764903,"Frank B. Gilbreth Jr., Ernestine Gilbreth Carey",1948.0,Cheaper by the Dozen
5090,2198274,"Douglas Preston, Mario Spezi",2008.0,The Monster of Florence
5091,112525,Daniel Woodrell,2006.0,Winter's Bone
5092,30243,Laurell K. Hamilton,2004.0,"Seduced by Moonlight (Merry Gentry, #3)"
5093,1297150,Bernard Cornwell,2007.0,"Sword Song (The Saxon Stories, #4)"
5094,1734639,Jessica Seinfeld,2007.0,Deceptively Delicious: Simple Secrets to Get Your Kids Eating Good Food
5095,228534,Anita Shreve,1997.0,The Weight of Water
5096,16062210,Katie Ashley,2013.0,"Music of the Heart (Runaway Train, #1)"
5097,41951,Maeve Binchy,2000.0,Scarlet Feather
5098,16070018,Aleatha Romig,2012.0,"Truth (Consequences, #2)"
5099,34503,"Terry Pratchett, Paul Kidby",2001.0,"The Last Hero (Discworld, #27; Rincewind #7)"
5100,83539,Isaac Asimov,1966.0,Fantastic Voyage
5101,11472,Philip Gourevitch,1998.0,We Wish to Inform You That Tomorrow We Will Be Killed with Our Families
5102,12611073,Jonathan Cahn,2011.0,The Harbinger: The Ancient Mystery that Holds the Secret of America's Future
5103,16248078,Daniel Silva,2013.0,"The English Girl (Gabriel Allon, #13)"
5104,8296140,Susan Vreeland,2010.0,Clara and Mr. Tiffany
5105,18295852,Jennifer E. Smith,2014.0,The Geography of You and Me
5106,7991200,L.A. Weatherly,2010.0,"Angel (Angel, #1)"
5107,11254850,Brandon Mull,2012.0,"Seeds of Rebellion (Beyonders, #2)"
5108,82751,Adeline Yen Mah,1999.0,Chinese Cinderella: The True Story of an Unwanted Daughter
5109,14785,John Sandford,2001.0,"Chosen Prey (Lucas Davenport, #12)"
5110,8320534,"Bryan J.L. Glass, Tim Seeley, Hugo Petrus, Raymond E. Feist",2010.0,Raymond E. Feist's Magician Master
5111,31140847,Vi Keeland,2016.0,Bossman
5112,2880715,J.R. Ward,2008.0,The Black Dagger Brotherhood: An Insider's Guide
5113,6120349,"Joe Hill, Gabriel Rodríguez",2009.0,"Locke & Key, Vol. 2: Head Games"
5114,91247,"Beverly Cleary, Alan Tiegreen",1984.0,"Ramona and Her Father (Ramona, #4)"
5115,49596,Agatha Christie,1922.0,The Secret Adversary (Tommy and Tuppence #1)
5116,53413,"Julio Cortázar, Gregory Rabassa",1963.0,Hopscotch
5117,9635495,Karin Slaughter,2011.0,"Fallen (Will Trent, #5)"
5118,25689074,Marissa Meyer,2016.0,"Stars Above (The Lunar Chronicles, #4.5)"
5119,1207904,Eric Clapton,2007.0,Clapton: The Autobiography
5120,647,Naomi Klein,1999.0,No Logo
5121,43927,Harlan Coben,2003.0,No Second Chance
5122,7748,Hunter S. Thompson,1973.0,Fear and Loathing on the Campaign Trail '72
5123,764434,P.D. James,1971.0,Shroud for a Nightingale (Adam Dalgliesh #4)
5124,21853633,Sarah Addison Allen,2015.0,"First Frost (Waverley Family, #2)"
5125,223380,Ted Chiang,2002.0,Stories of Your Life and Others
5126,53926,Mario Vargas Llosa,2006.0,Travesuras de la niña mala
5127,6449290,Heidi W. Durrow,2010.0,The Girl Who Fell from the Sky
5128,4031,Bret Easton Ellis,2005.0,Lunar Park
5129,32523,Lisa Gardner,2007.0,"Hide (Detective D.D. Warren, #2)"
5130,969177,Habiburrahman El-Shirazy,2004.0,Ayat-Ayat Cinta
5131,29519514,Erin Watt,2016.0,"Broken Prince (The Royals, #2)"
5132,16054811,"Paulo Coelho, Margaret Jull Costa",2012.0,Manuscript Found in Accra
5133,9296438,Lisa Scottoline,2011.0,Save Me
5134,52640,Clive Barker,1987.0,Weaveworld
5135,170650,Mary Higgins Clark,1991.0,"Loves Music, Loves to Dance"
5136,215542,D.J. MacHale,2005.0,"The Rivers of Zadaa (Pendragon, #6)"
5137,11227040,Kristen Ashley,2011.0,"Sweet Dreams (Colorado Mountain, #2)"
5138,133486,Robert K. Massie,1967.0,Nicholas and Alexandra
5139,12275680,Janet Evanovich,2012.0,"Wicked Business (Lizzy & Diesel, #2)"
5140,16054808,Chris Grabenstein,2013.0,Escape from Mr. Lemoncello's Library (Mr. Lemoncello's Library #1)
5141,17208,Robert A. Heinlein,1982.0,Friday
5142,6926176,Francine Rivers,2010.0,"Her Mother's Hope (Marta's Legacy, #1)"
5143,97860,David Wiesner,1991.0,Tuesday
5144,19707,Tom Clancy,2002.0,"Red Rabbit (Jack Ryan Universe, #3)"
5145,13986,Mercedes Lackey,1987.0,"Arrows of the Queen (Heralds of Valdemar, #1)"
5146,424,Joan Didion,1968.0,Slouching Towards Bethlehem
5147,43917,Raymond E. Feist,1995.0,"Rise of a Merchant Prince (The Serpentwar Saga, #2)"
5148,7285498,Courtney Allison Moulton,2011.0,"Angelfire (Angelfire, #1)"
5149,12070846,Stephen King,2011.0,Mile 81
5150,446,Paul Auster,2005.0,The Brooklyn Follies
5151,277191,"Holly Black, Tony DiTerlizzi",2004.0,"The Ironwood Tree (The Spiderwick Chronicles, #4)"
5152,159582,Marjorie Kinnan Rawlings,1930.0,The Yearling
5153,13561164,Katie McGarry,2013.0,"Dare You To (Pushing the Limits, #2)"
5154,6952423,"Ozzy Osbourne, Chris Ayres",2009.0,I Am Ozzy
5155,11077,J. Maarten Troost,2003.0,The Sex Lives of Cannibals: Adrift in the Equatorial Pacific
5156,10445208,Maria V. Snyder,2011.0,"Touch of Power (Healer, #1)"
5157,5158,Kaye Gibbons,1989.0,A Virtuous Woman
5158,59819,Nora Roberts,1999.0,"Tears of the Moon (Gallaghers of Ardmore / Irish Trilogy, #2)"
5159,8968,Darren Shan,2002.0,"The Vampire Prince (Cirque Du Freak, #6)"
5160,291356,David Eddings,1991.0,"The Sapphire Rose (The Elenium, #3)"
5161,24452249,Bill Clegg,2015.0,Did You Ever Have a Family
5162,33813,Nelson DeMille,1990.0,The Gold Coast
5163,781844,Elisabeth Kübler-Ross,1969.0,On Death and Dying
5164,23346918,"James Patterson, Maxine Paetro",2015.0,"14th Deadly Sin (Women’s Murder Club, #14)"
5165,827412,Lisa Kleypas,2005.0,"It Happened One Autumn (Wallflowers, #2)"
5166,2833172,Patricia Cornwell,2008.0,"Scarpetta (Kay Scarpetta, #16)"
5167,21681,Dennis Lehane,1996.0,"Darkness, Take My Hand (Kenzie & Gennaro, #2)"
5168,239103,R.A. Salvatore,1993.0,"Siege of Darkness (Forgotten Realms: Legacy of the Drow, #3; Legend of Drizzt, #9)"
5169,9917945,Ellen Hopkins,2011.0,"Perfect (Impulse, #2)"
5170,17201095,Kristen Proby,2013.0,"Play with Me (With Me in Seattle, #3)"
5171,268604,J.D. Robb,2003.0,"Portrait in Death (In Death, #16)"
5172,17316075,Monica  Murphy,2013.0,"Second Chance Boyfriend (One Week Girlfriend, #2)"
5173,184040,"Brian K. Vaughan, Pia Guerra, Goran Parlov, José Marzán Jr.",2004.0,"Y: The Last Man, Vol. 4: Safeword (Y: The Last Man, #4)"
5174,18668066,Nora Roberts,2014.0,The Collector
5175,8088,Robin McKinley,2003.0,Sunshine
5176,64857,Sue Grafton,1987.0,"D is for Deadbeat (Kinsey Millhone, #4)"
5177,10846336,Jesmyn Ward,2010.0,Salvage the Bones
5178,22611920,Kristen Callihan,2014.0,"The Hook Up (Game On, #1)"
5179,14069,Naomi Novik,2006.0,"Throne of Jade (Temeraire, #2)"
5180,2368,David McCullough,1981.0,Mornings on Horseback
5181,79426,"Brian K. Vaughan, Pia Guerra, Goran Sudžuka, José Marzán Jr.",2006.0,"Y: The Last Man, Vol. 7: Paper Dolls (Y: The Last Man, #7)"
5182,92160,Edward Rutherfurd,1997.0,London
5183,16116760,Natasha Preston,2012.0,"Silence (Silence, #1)"
5184,20309175,"Stephanie Perkins, Holly Black, Ally Carter, Matt de la Pena, Gayle Forman, Jenny Han, David Levithan, Kelly Link, Myra McEntire, Rainbow Rowell, Laini Taylor, Kiersten White",2014.0,My True Love Gave to Me: Twelve Holiday Stories
5185,20509356,Hugh Howey,2014.0,"Sand Omnibus (Sand, #1-5)"
5186,18616975,Scott  Meyer,2013.0,"Off to Be the Wizard (Magic 2.0, #1)"
5187,659388,Richard Russo,1993.0,Nobody's Fool
5188,66370,"Richard Bachman, Stephen King",1977.0,Rage
5189,28407,"Émile Zola, Roger Pearson",1885.0,"Germinal (Les Rougon-Macquart, #13)"
5190,13573795,Abbi Glines,2012.0,"Ceaseless (Existence Trilogy, #3)"
5191,11076177,Michael Ondaatje,2011.0,The Cat's Table
5192,76740,Alfred Bester,1953.0,The Demolished Man
5193,9578590,Melissa de la Cruz,2011.0,"Lost in Time (Blue Bloods, #6)"
5194,199786,Meg Cabot,2001.0,"Ninth Key (The Mediator, #2)"
5195,693172,Dean Koontz,1984.0,Twilight Eyes
5196,25644437,Lisa Gardner,2016.0,"Find Her (Detective D.D. Warren, #8)"
5197,16122034,"J. Lynn, Jennifer L. Armentrout",2013.0,"Frigid (Frigid, #1)"
5198,16532,"Isabel Allende, Margaret Sayers Peden",1984.0,Of Love and Shadows
5199,6202556,Jacqueline Kelly,2009.0,"The Evolution of Calpurnia Tate (Calpurnia Tate, #1)"
5200,3678651,Katie Alender,2009.0,"Bad Girls Don't Die (Bad Girls Don't Die, #1)"
5201,41707,Clive Cussler,1999.0,"Atlantis Found (Dirk Pitt, #15)"
5202,4070095,David Mazzucchelli,2009.0,Asterios Polyp
5203,651260,David Eddings,1992.0,"Domes of Fire (The Tamuli, #1)"
5204,138397,"Robert Kirkman, Charlie Adlard, Cliff Rathburn",2005.0,"The Walking Dead, Vol. 04: The Heart's Desire"
5205,6277410,Kazu Kibuishi,2009.0,"The Stonekeeper's Curse (Amulet, #2)"
5206,13066,Carl Hiaasen,2000.0,Sick Puppy
5207,24818,Bill Watterson,1993.0,The Days Are Just Packed: A Calvin and Hobbes Collection
5208,3253215,Danny Gregory,2008.0,"An Illustrated Life: Drawing Inspiration From The Private Sketchbooks Of Artists, Illustrators And Designers"
5209,13154933,Dean Koontz,2012.0,"Odd Apocalypse (Odd Thomas, #5)"
5210,80369,"Michel Foucault, Alan Sheridan, Thomas Mathiesen, Walter Seitter, Drago Braco Rotar",1975.0,Discipline and Punish: The Birth of the Prison
5211,215631,Catherine Ryan Hyde,1999.0,Pay It Forward
5212,40168,Danny Gregory,2005.0,The Creative License: Giving Yourself Permission to Be The Artist You Truly Are
5213,569346,"Arina Tanemura, Tomo Kimura",2001.0,"Full Moon o Sagashite, Vol. 1"
5214,68531,Bernard Cornwell,2000.0,"The Archer's Tale (The Grail Quest, #1)"
5215,12535,Anne Lamott,2004.0,Plan B: Further Thoughts on Faith
5216,62212,Sarah Dunant,2006.0,In the Company of the Courtesan
5217,13630171,Peter V. Brett,2015.0,"The Skull Throne (Demon Cycle, #4)"
5218,84133,Sherrilyn Kenyon,2007.0,"Devil May Cry (Dark-Hunter, #11)"
5219,30002998,Nicholas Sparks,2016.0,Two By Two
5220,96081,Anita Shreve,2002.0,Sea Glass
5221,248470,Shannon Hale,2006.0,"River Secrets (The Books of Bayern, #3)"
5222,18404285,Jeffrey Archer,2014.0,"Be Careful What You Wish For (The Clifton Chronicles, #4)"
5223,12925063,Amy A. Bartol,2013.0,"Inescapable (The Premonition, #1)"
5224,6918909,Aprilynne Pike,2011.0,"Illusions (Wings, #3)"
5225,333907,Joe McGinniss,1983.0,Fatal Vision
5226,1491906,Sudhir Venkatesh,2008.0,Gang Leader for a Day: A Rogue Sociologist Takes to the Streets
5227,43915,"Raymond E. Feist, Michael Avon Oeming, Bryan J.L. Glass, Ryan Stegman",1984.0,Magician: Apprentice  (Raymond E. Feist's Magician: Apprentice #1)
5228,183554,John C. Maxwell,1993.0,Developing the Leader Within You
5229,100933,C.S. Lewis,1945.0,"That Hideous Strength (Space Trilogy, #3)"
5230,18652002,Laline Paull,2014.0,The Bees
5231,2458340,Sara Gruen,2010.0,Ape House
5232,18884,"David Eddings, Leigh Eddings",1997.0,Polgara the Sorceress (Malloreon)
5233,22674105,Kevin Kwan,2015.0,China Rich Girlfriend (Crazy Rich Asians #2)
5234,216304,Elizabeth George,1997.0,A Woman After God's Own Heart
5235,206195,Brad Thor,2004.0,"State of the Union (Scot Harvath, #3)"
5236,15793186,Ann Leary,2013.0,The Good House
5237,14362,Rudolfo Anaya,1972.0,"Bless Me, Ultima"
5238,9913,Bret Easton Ellis,1998.0,Glamorama
5239,169211,Sue Grafton,1988.0,"F is for Fugitive (Kinsey Millhone, #6)"
5240,2033352,Jo Nesbø,2005.0,"The Redeemer (Harry Hole, #6)"
5241,61264,Alessandro Baricco,1996.0,Silk
5242,7963208,Tatiana de Rosnay,2009.0,A Secret Kept
5243,27530,"Tim LaHaye, Jerry B. Jenkins",2002.0,"The Remnant (Left Behind, #10)"
5244,9804,"Italo Calvino, Archibald Colquhoun",1957.0,The Baron in the Trees
5245,11450360,"Stephenie Meyer, Young Kim",2011.0,"Twilight: The Graphic Novel, Vol. 2  (Twilight: The Graphic Novel, #2)"
5246,18468559,Belle Aurora,2014.0,"Raw (RAW Family, #1)"
5247,5367,Roger Zelazny,1999.0,"The Great Book of Amber (The Chronicles of Amber, #1-10)"
5248,7519472,Gena Showalter,2010.0,The Darkest Lie (Lords of the Underworld #6)
5249,68453,Andrzej Sapkowski,1995.0,"Czas pogardy (Saga o Wiedźminie, #4)"
5250,11382346,Jillian Dodd,2011.0,"That Boy (That Boy, #1)"
5251,12384157,Kate Alcott,2012.0,The Dressmaker
5252,16006,Judith McNaught,1991.0,"Paradise (Second Opportunities, #1)"
5253,525995,Chris Van Allsburg,1981.0,Jumanji
5254,341735,Ken Grimwood,1986.0,Replay
5255,9827912,David Eagleman,2011.0,Incognito: The Secret Lives of the Brain
5256,22543,Neil deGrasse Tyson,2006.0,Death by Black Hole - And Other Cosmic Quandaries
5257,133445,Margaret Atwood,1969.0,The Edible Woman
5258,17977,Richard Dawkins,2004.0,The Ancestor's Tale: A Pilgrimage to the Dawn of Evolution
5259,18584855,Marissa Meyer,2016.0,Heartless
5260,128092,Paul Zindel,1968.0,"The Pigman (The Pigman, #1)"
5261,39026,Lincoln Child,2007.0,"Deep Storm (Jeremy Logan, #1)"
5262,9397967,Meg Cabot,2011.0,"Abandon (Abandon, #1)"
5263,97898,Alexander McCall Smith,2003.0,"The Full Cupboard of Life (No. 1 Ladies' Detective Agency, #5)"
5264,263179,Kerrelyn Sparks,2005.0,"How to Marry a Millionaire Vampire (Love at Stake, #1)"
5265,105548,Dr. Seuss,1968.0,The Foot Book: Dr. Seuss's Wacky Book of Opposites (Bright and Early Board Books)
5266,17831616,Christina Lauren,2013.0,"Beautiful Bitch (Beautiful Bastard, #1.5)"
5267,1166131,Robert Muchamore,2004.0,"The Recruit (Cherub, #1)"
5268,327242,Sarah Simblet,2001.0,Anatomy for the Artist
5269,38412,Simon Singh,1997.0,Fermat's Enigma: The Epic Quest to Solve the World's Greatest Mathematical Problem
5270,161361,Richard Paul Evans,1993.0,"The Christmas Box (The Christmas Box, #1)"
5271,8046350,Amanda Hocking,2010.0,"My Blood Approves (My Blood Approves, #1)"
5272,18341046,Aurora Rose Reynolds,2013.0,"Until November (Until, #1)"
5273,49011,Angela Carter,1979.0,The Bloody Chamber and Other Stories
5274,86856,Anthony Bourdain,2001.0,A Cook's Tour: Global Adventures in Extreme Cuisines
5275,19797,Simon Schama,2006.0,The Power of Art
5276,20257122,"Michelle Knight, Michelle Burford",2014.0,"Finding Me: A Decade of Darkness, a Life Reclaimed - A Memoir of the Cleveland Kidnappings"
5277,98405,Nora Roberts,1996.0,"Born in Shame (Born In Trilogy, #3)"
5278,7797874,Simone Elkeles,2010.0,"Return to Paradise (Leaving Paradise, #2)"
5279,18336965,Jasmine Warga,2015.0,My Heart and Other Black Holes
5280,22693211,Kim Gordon,2015.0,Girl in a Band
5281,2272813,Heather Brewer,2008.0,"Ninth Grade Slays (The Chronicles of Vladimir Tod, #2)"
5282,6526,Patricia Cornwell,2007.0,"Book of the Dead (Kay Scarpetta, #15)"
5283,588138,Joseph Campbell,1949.0,The Hero With a Thousand Faces
5284,7713965,John Sandford,2010.0,"Bad Blood (Virgil Flowers, #4)"
5285,8964,"D.C. Talk, The Voice of the Martyrs",1997.0,"Jesus Freaks: Stories of Those Who Stood for Jesus, the Ultimate Jesus Freaks (Jesus Freaks, #1)"
5286,15811496,Michael Pollan,2013.0,Cooked: A Natural History of Transformation
5287,47956,Anne Bishop,1998.0,Daughter of the Blood (The Black Jewels #1)
5288,9265891,Orson Scott Card,2011.0,"The Lost Gate (Mither Mages, #1)"
5289,18142329,"Jo Nesbø, Don Bartlett",2013.0,"Police (Harry Hole, #10)"
5290,31342,Anne Rice,1999.0,"Vittorio, The Vampire (New Tales of the Vampires, #2)"
5291,568592,"Yuu Watase, Yuji Oniki",1992.0,"Fushigi Yûgi: The Mysterious Play, Vol. 1: Priestess"
5292,1951125,Brunonia Barry,2006.0,"The Lace Reader (The Lace Reader, #1)"
5293,43818,"Faye Perozich, Travis Moore, Michael Halbleib, Daerick Gröss, Anne Rice",2000.0,Anne Rice's The Tale of the Body Thief (A Graphic Novel)
5294,52873,Sherman Alexie,1993.0,The Lone Ranger and Tonto Fistfight in Heaven
5295,30226,Laurell K. Hamilton,2005.0,"A Stroke of Midnight (Merry Gentry, #4)"
5296,31176886,Stephenie Meyer,2016.0,The Chemist
5297,139254,Anchee Min,2003.0,"Empress Orchid (Empress Orchid, #1)"
5298,6359434,Eoin Colfer,2009.0,And Another Thing...
5299,181116,Kathy Reichs,2004.0,"Monday Mourning (Temperance Brennan, #7)"
5300,17231976,H.M. Ward,2013.0,"Damaged (Damaged, #1)"
5301,444381,"George MacDonald, Arthur Hughes",1872.0,"The Princess and the Goblin  (Princess Irene and Curdie, #1)"
5302,9606002,"Camilla Läckberg, Steven T. Murray",2004.0,"The Preacher (Patrik Hedström, #2)"
5303,310272,Dr. Seuss,1974.0,There's a Wocket in My Pocket!
5304,64955,Dean Koontz,1989.0,Midnight
5305,1402668,Madeleine Wickham,1998.0,The Gatecrasher
5306,822,Neal Stephenson,2004.0,"The Confusion (The Baroque Cycle, #2)"
5307,11275323,Terry Pratchett,2013.0,"Raising Steam (Discworld, #40, Moist von Lipwig #3 )"
5308,17165932,Joelle Charbonneau,2014.0,"Independent Study (The Testing, #2)"
5309,24940998,Sue Grafton,2015.0,"X (Kinsey Millhone, #24)"
5310,13821,"Roger Zelazny, Sönmez Güven",1967.0,Lord of Light
5311,194755,"Roald Dahl, Quentin Blake",1990.0,Esio Trot
5312,102461,Mike Mignola,1998.0,"Hellboy, Vol. 3: The Chained Coffin and Others (Hellboy, #3)"
5313,21727,Scott B. Smith,1993.0,A Simple Plan
5314,3188186,"James Patterson, Michael Ledwidge",2009.0,"Run for Your Life (Michael Bennett, #2)"
5315,428,"Joan Didion, David Thomson",1970.0,Play It as It Lays
5316,125926,Kelley Armstrong,2004.0,"Dime Store Magic (Women of the Otherworld, #3)"
5317,77504,Kim Stanley Robinson,1996.0,"Blue Mars (Mars Trilogy, #3)"
5318,4006,"Paulo Coelho, Alan R. Clarke",1988.0,The Valkyries
5319,19561922,Louise Penny,2014.0,"The Long Way Home (Chief Inspector Armand Gamache, #10)"
5320,6665671,A.S. King,2010.0,Please Ignore Vera Dietz
5321,256598,"Joseph Delaney, Patrick  Arrasmith",2005.0,"Curse of the Bane (The Last Apprentice / Wardstone Chronicles, #2)"
5322,395851,L.J. Smith,1991.0,"The Struggle (The Vampire Diaries, #2)"
5323,112755,Karen Marie Moning,2002.0,"The Dark Highlander (Highlander, #5)"
5324,112752,Karen Marie Moning,2004.0,"The Immortal Highlander (Highlander, #6)"
5325,25307,Reza Aslan,2005.0,"No god but God: The Origins, Evolution and Future of Islam"
5326,216377,Philip K. Dick,1981.0,"VALIS (VALIS Trilogy, #1)"
5327,457264,"Simone de Beauvoir, H.M. Parshley, Deirdre Bair",1949.0,The Second Sex
5328,15703770,Jennifer A. Nielsen,2013.0,"The Runaway King (The Ascendance Trilogy, #2)"
5329,28481,"Margaret Weis, Tracy Hickman",1990.0,"Dragon Wing (The Death Gate Cycle, #1)"
5330,4987,Kurt Vonnegut Jr.,1979.0,Jailbird
5331,156532,"Brian K. Vaughan, Pia Guerra, Goran Sudžuka, José Marzán Jr.",2007.0,"Y: The Last Man, Vol. 9: Motherland (Y: The Last Man, #9)"
5332,3973,Dan Simmons,2003.0,"Ilium (Ilium, #1)"
5333,22554204,"Noelle Stevenson, Grace Ellis, Shannon Waters, Shannon Watters, Brooke A. Allen, Faith Hicks, Kat Leyh, Brooke Allen, Carolyn Nowak, Various, Carey Pietsch",2015.0,"Lumberjanes, Vol. 1: Beware the Kitten Holy"
5334,923950,Elaine N. Aron,1996.0,The Highly Sensitive Person: How to Thrive When the World Overwhelms You
5335,1774836,Chitra Banerjee Divakaruni,2008.0,The Palace of Illusions
5336,147602,H.W. Brands,2000.0,The First American: The Life and Times of Benjamin Franklin
5337,136638,"Douglas Preston, Lincoln Child",2005.0,"Dance of Death (Pendergast, #6; Diogenes, #2)"
5338,6393972,Susan Beth Pfeffer,2010.0,"This World We Live In (Last Survivors, #3)"
5339,1493253,"Yoshihiro Togashi, 冨樫 義博",1998.0,"Hunter x Hunter, Vol. 01 (Hunter x Hunter, #1)"
5340,132778,J.D. Robb,1997.0,"Vengeance in Death (In Death, #6)"
5341,77773,Connie Willis,1998.0,"To Say Nothing of the Dog (Oxford Time Travel, #2)"
5342,7646805,"James Patterson, Ned Rust",2010.0,"The Gift (Witch & Wizard, #2)"
